datetime,user_id,order_amount,period,strata,group
2025-07-20 23:40:50,user_4299,4938.93,experiment,3%,control
2025-07-20 23:41:54,user_1012,1871.72,experiment,7%,control
2025-07-20 23:42:07,user_893,4457.86,experiment,0%,test
2025-07-20 23:45:06,user_5527,5260.28,experiment,5%,control
2025-07-20 23:45:48,user_2078,2290.05,experiment,7%,control
2025-07-20 23:50:18,user_4576,2638.54,experiment,7%,control
2025-07-20 23:52:32,user_946,2237.8,experiment,7%,control
2025-07-20 23:54:36,user_3489,2485.96,experiment,7%,control
2025-07-20 23:57:16,user_3680,1729.13,experiment,0%,control
2025-07-20 23:59:32,user_4888,2459.9,experiment,5%,control
2025-07-21 00:01:27,user_5173,2180.09,experiment,7%,control
2025-07-21 00:01:53,user_3057,2141.16,experiment,7%,test
2025-07-21 00:02:02,user_5805,4860.64,experiment,3%,control
2025-07-21 00:02:34,user_2987,1797.98,experiment,7%,test
2025-07-21 00:02:58,user_3241,5666.4,experiment,5%,test
2025-07-21 00:04:40,user_3437,3001.82,experiment,3%,control
2025-07-21 00:05:15,user_3766,2000.69,experiment,5%,test
2025-07-21 00:06:06,user_4434,1673.64,experiment,7%,control
2025-07-21 00:09:26,user_1911,1460.76,experiment,5%,control
2025-07-21 00:10:14,user_3795,4667.41,experiment,7%,control
2025-07-21 00:11:27,user_3015,4316.86,experiment,7%,test
2025-07-21 00:17:55,user_2184,2249.36,experiment,3%,test
2025-07-21 00:19:13,user_3178,2252.06,experiment,0%,control
2025-07-21 00:22:20,user_5963,2710.05,experiment,7%,test
2025-07-21 00:23:39,user_1419,1668.32,experiment,3%,test
2025-07-21 00:24:26,user_2300,3294.65,experiment,7%,test
2025-07-21 00:24:53,user_337,1028.39,experiment,5%,test
2025-07-21 00:25:10,user_1933,1269.39,experiment,7%,control
2025-07-21 00:26:02,user_4894,4862.75,experiment,0%,control
2025-07-21 00:29:54,user_5364,1642.27,experiment,7%,test
2025-07-21 00:30:03,user_1980,4010.92,experiment,0%,control
2025-07-21 00:31:21,user_2742,3417.73,experiment,7%,control
2025-07-21 00:31:51,user_1138,2673.77,experiment,7%,test
2025-07-21 00:32:29,user_4933,5584.5,experiment,7%,control
2025-07-21 00:32:54,user_5697,3281.68,experiment,7%,test
2025-07-21 00:33:11,user_4422,4341.2,experiment,3%,test
2025-07-21 00:33:18,user_561,2055.86,experiment,3%,control
2025-07-21 00:40:57,user_4248,2163.2,experiment,3%,test
2025-07-21 00:41:54,user_2554,1828.94,experiment,7%,test
2025-07-21 00:44:22,user_5849,2022.35,experiment,5%,control
2025-07-21 00:44:34,user_5064,2386.63,experiment,7%,test
2025-07-21 00:46:00,user_1917,1888.98,experiment,7%,control
2025-07-21 00:49:03,user_5734,3016.18,experiment,7%,test
2025-07-21 00:55:13,user_5285,2879.3,experiment,7%,control
2025-07-21 00:55:48,user_4383,4232.94,experiment,3%,test
2025-07-21 00:57:38,user_4166,2654.23,experiment,7%,test
2025-07-21 00:58:43,user_3279,1376.15,experiment,7%,control
2025-07-21 00:59:21,user_3521,2725.78,experiment,5%,test
2025-07-21 01:03:23,user_1732,1667.51,experiment,7%,control
2025-07-21 01:03:48,user_5575,7821.32,experiment,5%,test
2025-07-21 01:04:08,user_2156,1334.95,experiment,7%,test
2025-07-21 01:08:39,user_5197,3697.76,experiment,7%,test
2025-07-21 01:09:37,user_137,3131.36,experiment,0%,test
2025-07-21 01:12:17,user_5135,5522.52,experiment,7%,control
2025-07-21 01:17:03,user_1204,2813.14,experiment,5%,test
2025-07-21 01:17:45,user_5745,1499.04,experiment,5%,control
2025-07-21 01:18:01,user_2544,2410.1,experiment,7%,test
2025-07-21 01:18:40,user_481,4492.92,experiment,7%,control
2025-07-21 01:21:15,user_4102,3278.89,experiment,5%,test
2025-07-21 01:21:29,user_120,5850.43,experiment,3%,control
2025-07-21 01:21:48,user_1809,3850.48,experiment,7%,test
2025-07-21 01:24:53,user_118,2961.4,experiment,7%,control
2025-07-21 01:25:23,user_4327,5834.04,experiment,0%,control
2025-07-21 01:28:21,user_3207,2211.74,experiment,3%,control
2025-07-21 01:29:44,user_3585,3582.48,experiment,3%,test
2025-07-21 01:30:08,user_5138,10787.01,experiment,0%,control
2025-07-21 01:32:14,user_5135,1950.03,experiment,7%,control
2025-07-21 01:33:04,user_1962,2645.75,experiment,7%,control
2025-07-21 01:36:01,user_5278,6227.43,experiment,7%,test
2025-07-21 01:37:05,user_5184,6731.94,experiment,5%,test
2025-07-21 01:39:14,user_4265,3528.05,experiment,5%,test
2025-07-21 01:39:38,user_516,2518.41,experiment,3%,control
2025-07-21 01:40:32,user_4693,785.57,experiment,5%,control
2025-07-21 01:41:01,user_2072,2296.17,experiment,3%,test
2025-07-21 01:41:39,user_261,2727.58,experiment,7%,control
2025-07-21 01:41:39,user_5023,3975.99,experiment,5%,test
2025-07-21 01:42:16,user_3233,2757.23,experiment,7%,control
2025-07-21 01:44:24,user_1887,2475.02,experiment,7%,control
2025-07-21 01:44:28,user_1226,1714.11,experiment,7%,test
2025-07-21 01:44:40,user_3009,1399.69,experiment,5%,test
2025-07-21 01:47:08,user_5277,3814.36,experiment,7%,control
2025-07-21 01:50:12,user_3317,1767.83,experiment,3%,test
2025-07-21 01:53:04,user_2405,1425.65,experiment,7%,test
2025-07-21 01:53:49,user_3053,2778.24,experiment,3%,test
2025-07-21 01:54:43,user_5770,3519.53,experiment,7%,control
2025-07-21 01:55:07,user_1090,1542.8,experiment,3%,control
2025-07-21 01:55:26,user_2358,5746.72,experiment,5%,control
2025-07-21 01:58:18,user_5625,4794.7,experiment,5%,test
2025-07-21 01:58:51,user_852,2381.91,experiment,3%,test
2025-07-21 02:00:50,user_3419,829.91,experiment,7%,control
2025-07-21 02:02:29,user_5350,5576.96,experiment,5%,control
2025-07-21 02:03:23,user_1286,1656.91,experiment,0%,test
2025-07-21 02:03:34,user_1726,2589.79,experiment,7%,test
2025-07-21 02:04:22,user_3757,4138.01,experiment,7%,test
2025-07-21 02:07:12,user_456,1376.97,experiment,7%,test
2025-07-21 02:07:19,user_415,2304.17,experiment,7%,control
2025-07-21 02:08:15,user_1225,2614.11,experiment,5%,test
2025-07-21 02:08:20,user_4696,3718.14,experiment,7%,control
2025-07-21 02:09:52,user_4016,4075.51,experiment,5%,test
2025-07-21 02:11:46,user_5806,2677.56,experiment,7%,control
2025-07-21 02:12:53,user_1604,3469.71,experiment,7%,control
2025-07-21 02:15:37,user_3235,2410.53,experiment,5%,control
2025-07-21 02:19:22,user_225,4709.78,experiment,7%,control
2025-07-21 02:22:40,user_5583,5486.8,experiment,5%,control
2025-07-21 02:23:07,user_1471,2933.7,experiment,7%,test
2025-07-21 02:24:23,user_5859,2157.8,experiment,5%,test
2025-07-21 02:25:30,user_3949,1368.67,experiment,3%,control
2025-07-21 02:27:07,user_568,2044.27,experiment,7%,test
2025-07-21 02:27:07,user_4980,1909.22,experiment,0%,test
2025-07-21 02:29:51,user_2929,3239.66,experiment,7%,control
2025-07-21 02:31:28,user_3130,2047.62,experiment,3%,control
2025-07-21 02:32:26,user_4943,3770.12,experiment,5%,test
2025-07-21 02:33:06,user_489,2314.32,experiment,0%,control
2025-07-21 02:33:58,user_2518,5013.5,experiment,5%,control
2025-07-21 02:34:00,user_2341,2141.75,experiment,0%,test
2025-07-21 02:34:55,user_612,6181.04,experiment,7%,test
2025-07-21 02:36:45,user_4774,2016.53,experiment,7%,control
2025-07-21 02:37:00,user_1332,2429.93,experiment,0%,test
2025-07-21 02:42:16,user_2924,4494.93,experiment,7%,test
2025-07-21 02:42:30,user_3779,1599.83,experiment,7%,control
2025-07-21 02:44:48,user_1918,2246.85,experiment,7%,test
2025-07-21 02:45:40,user_2691,1470.4,experiment,0%,control
2025-07-21 02:46:12,user_2907,3146.62,experiment,7%,control
2025-07-21 02:47:23,user_3231,1475.27,experiment,7%,test
2025-07-21 02:49:22,user_5853,1332.49,experiment,7%,test
2025-07-21 02:51:39,user_4334,4876.28,experiment,7%,test
2025-07-21 02:53:53,user_1892,1930.13,experiment,7%,control
2025-07-21 02:53:54,user_1763,3155.27,experiment,7%,control
2025-07-21 02:55:36,user_1271,18546.86,experiment,5%,test
2025-07-21 02:57:04,user_5839,1837.48,experiment,0%,test
2025-07-21 03:00:56,user_3141,4168.85,experiment,3%,control
2025-07-21 03:01:17,user_2707,5491.76,experiment,7%,control
2025-07-21 03:03:20,user_1599,4089.16,experiment,7%,control
2025-07-21 03:04:48,user_3754,1551.95,experiment,0%,test
2025-07-21 03:05:36,user_1182,3644.92,experiment,7%,control
2025-07-21 03:06:00,user_2731,1126.2,experiment,7%,control
2025-07-21 03:06:52,user_2424,3464.96,experiment,3%,control
2025-07-21 03:07:45,user_2930,4091.22,experiment,5%,test
2025-07-21 03:08:52,user_5730,2465.79,experiment,5%,test
2025-07-21 03:09:31,user_39,2039.14,experiment,3%,control
2025-07-21 03:10:05,user_3629,2650.92,experiment,3%,control
2025-07-21 03:12:48,user_5580,3745.97,experiment,7%,test
2025-07-21 03:12:52,user_4327,4172.22,experiment,0%,control
2025-07-21 03:15:03,user_1746,3070.47,experiment,7%,control
2025-07-21 03:18:24,user_5340,4951.52,experiment,7%,test
2025-07-21 03:18:36,user_3480,2879.13,experiment,7%,control
2025-07-21 03:22:03,user_3426,2196.15,experiment,0%,test
2025-07-21 03:23:02,user_1294,3405.49,experiment,5%,control
2025-07-21 03:23:06,user_3704,1299.6,experiment,3%,test
2025-07-21 03:24:51,user_1062,4001.31,experiment,5%,control
2025-07-21 03:25:33,user_4928,9417.05,experiment,3%,control
2025-07-21 03:26:01,user_5265,1849.93,experiment,7%,control
2025-07-21 03:26:44,user_5276,5147.44,experiment,7%,test
2025-07-21 03:26:50,user_1093,5166.82,experiment,7%,test
2025-07-21 03:26:53,user_4859,3793.73,experiment,3%,test
2025-07-21 03:30:09,user_4487,4852.37,experiment,5%,control
2025-07-21 03:30:46,user_3134,1458.66,experiment,7%,control
2025-07-21 03:33:15,user_556,3755.34,experiment,7%,test
2025-07-21 03:36:24,user_2611,2155.65,experiment,0%,test
2025-07-21 03:38:01,user_2180,3680.71,experiment,5%,control
2025-07-21 03:39:41,user_4174,1833.17,experiment,3%,control
2025-07-21 03:40:49,user_5739,3014.13,experiment,0%,test
2025-07-21 03:43:08,user_5261,5141.78,experiment,5%,control
2025-07-21 03:44:33,user_1514,4643.91,experiment,7%,control
2025-07-21 03:45:22,user_2700,2044.48,experiment,3%,test
2025-07-21 03:47:24,user_3186,,experiment,5%,control
2025-07-21 03:52:50,user_1546,1524.17,experiment,7%,control
2025-07-21 03:53:30,user_4811,3023.18,experiment,7%,test
2025-07-21 04:05:23,user_1737,6072.04,experiment,0%,control
2025-07-21 04:06:27,user_2019,2514.33,experiment,3%,test
2025-07-21 04:10:13,user_3804,5294.57,experiment,0%,test
2025-07-21 04:10:55,user_3060,2542.55,experiment,7%,test
2025-07-21 04:14:33,user_2575,3168.24,experiment,3%,test
2025-07-21 04:16:29,user_5614,1825.23,experiment,7%,test
2025-07-21 04:19:01,user_37,3848.4,experiment,7%,test
2025-07-21 04:21:26,user_4665,3059.16,experiment,5%,control
2025-07-21 04:21:43,user_4903,1874.42,experiment,7%,control
2025-07-21 04:24:45,user_2117,3850.57,experiment,5%,test
2025-07-21 04:28:27,user_1987,3979.69,experiment,3%,control
2025-07-21 04:29:18,user_4744,6773.46,experiment,7%,control
2025-07-21 04:32:37,user_1397,2224.92,experiment,7%,control
2025-07-21 04:34:04,user_4435,1870.65,experiment,7%,control
2025-07-21 04:35:08,user_3325,1393.95,experiment,5%,control
2025-07-21 04:36:18,user_302,3169.12,experiment,3%,test
2025-07-21 04:37:18,user_2777,6879.98,experiment,5%,control
2025-07-21 04:38:20,user_1226,3763.4,experiment,7%,test
2025-07-21 04:40:04,user_2284,3911.69,experiment,7%,test
2025-07-21 04:43:48,user_714,2486.87,experiment,0%,test
2025-07-21 04:44:18,user_2614,2901.98,experiment,7%,control
2025-07-21 04:44:24,user_2498,4016.61,experiment,0%,control
2025-07-21 04:45:12,user_5406,4634.24,experiment,0%,test
2025-07-21 04:47:42,user_1168,1724.22,experiment,7%,control
2025-07-21 04:52:56,user_1101,2022.79,experiment,3%,test
2025-07-21 04:53:03,user_2751,1601.65,experiment,7%,control
2025-07-21 04:55:24,user_5365,2768.61,experiment,0%,control
2025-07-21 04:57:25,user_4263,8576.96,experiment,7%,test
2025-07-21 04:59:10,user_3685,3310.96,experiment,5%,control
2025-07-21 05:02:09,user_3204,1356.71,experiment,7%,control
2025-07-21 05:02:59,user_1946,1850.03,experiment,7%,test
2025-07-21 05:05:24,user_3529,1898.78,experiment,0%,control
2025-07-21 05:06:57,user_5381,1015.92,experiment,5%,test
2025-07-21 05:11:04,user_3642,4172.54,experiment,3%,test
2025-07-21 05:11:40,user_3003,2059.63,experiment,0%,test
2025-07-21 05:11:45,user_2477,1668.07,experiment,7%,control
2025-07-21 05:13:15,user_3066,3579.91,experiment,0%,test
2025-07-21 05:13:29,user_5382,3001.64,experiment,7%,control
2025-07-21 05:14:17,user_2921,2015.31,experiment,0%,test
2025-07-21 05:17:00,user_5216,3954.88,experiment,5%,test
2025-07-21 05:18:04,user_3875,1589.6,experiment,3%,test
2025-07-21 05:19:04,user_4573,4476.12,experiment,7%,test
2025-07-21 05:19:31,user_2508,1913.52,experiment,7%,test
2025-07-21 05:19:46,user_3638,3889.93,experiment,5%,test
2025-07-21 05:20:52,user_2499,3663.51,experiment,3%,control
2025-07-21 05:22:21,user_5651,1114.49,experiment,7%,test
2025-07-21 05:22:45,user_3493,4628.71,experiment,7%,control
2025-07-21 05:31:31,user_4552,3960.08,experiment,7%,control
2025-07-21 05:32:06,user_2037,3128.81,experiment,7%,test
2025-07-21 05:32:08,user_1534,2123.98,experiment,3%,control
2025-07-21 05:34:32,user_3282,2310.02,experiment,3%,test
2025-07-21 05:34:52,user_3189,4964.87,experiment,7%,test
2025-07-21 05:35:04,user_1033,2289.03,experiment,7%,test
2025-07-21 05:36:12,user_3530,3333.63,experiment,7%,test
2025-07-21 05:42:58,user_1415,1632.11,experiment,3%,control
2025-07-21 05:46:14,user_3684,1464.05,experiment,7%,control
2025-07-21 05:46:50,user_1609,6401.7,experiment,0%,test
2025-07-21 05:53:04,user_3565,2480.58,experiment,0%,test
2025-07-21 05:53:53,user_4393,3849.18,experiment,3%,test
2025-07-21 05:54:36,user_1127,3891.33,experiment,7%,test
2025-07-21 05:56:17,user_16,3301.31,experiment,7%,test
2025-07-21 05:57:19,user_1575,2416.31,experiment,7%,control
2025-07-21 05:58:40,user_2520,1896.34,experiment,0%,test
2025-07-21 05:59:57,user_2827,2190.27,experiment,0%,control
2025-07-21 06:03:38,user_1267,2394.51,experiment,7%,test
2025-07-21 06:05:06,user_5221,2294.55,experiment,7%,test
2025-07-21 06:05:41,user_4099,1176.18,experiment,5%,control
2025-07-21 06:07:23,user_2455,1926.27,experiment,7%,test
2025-07-21 06:07:55,user_4726,5362.18,experiment,7%,test
2025-07-21 06:08:06,user_2877,6251.51,experiment,5%,control
2025-07-21 06:10:28,user_158,2038.76,experiment,7%,control
2025-07-21 06:20:48,user_1309,2898.8,experiment,7%,test
2025-07-21 06:21:16,user_1458,551.27,experiment,0%,control
2025-07-21 06:22:06,user_1614,5847.24,experiment,7%,test
2025-07-21 06:23:19,user_3168,3284.27,experiment,7%,test
2025-07-21 06:23:56,user_963,1157.41,experiment,7%,test
2025-07-21 06:24:48,user_1067,6874.1,experiment,7%,control
2025-07-21 06:25:26,user_5294,3346.12,experiment,0%,test
2025-07-21 06:27:01,user_7,2046.45,experiment,0%,control
2025-07-21 06:28:44,user_3408,6769.08,experiment,7%,test
2025-07-21 06:30:32,user_2250,3177.96,experiment,7%,test
2025-07-21 06:33:34,user_4340,3832.92,experiment,3%,control
2025-07-21 06:36:34,user_5580,2662.21,experiment,7%,test
2025-07-21 06:36:51,user_3092,2637.26,experiment,7%,control
2025-07-21 06:37:51,user_2741,2840.18,experiment,7%,control
2025-07-21 06:40:49,user_2800,2401.12,experiment,7%,test
2025-07-21 06:41:51,user_5508,1892.96,experiment,0%,test
2025-07-21 06:42:00,user_2986,1621.48,experiment,5%,test
2025-07-21 06:42:58,user_2515,2615.26,experiment,5%,control
2025-07-21 06:45:28,user_2222,1675.13,experiment,0%,control
2025-07-21 06:45:48,user_3800,9145.78,experiment,5%,control
2025-07-21 06:48:16,user_721,1006.16,experiment,7%,control
2025-07-21 06:49:09,user_643,3625.77,experiment,0%,control
2025-07-21 06:51:01,user_2803,1913.44,experiment,7%,test
2025-07-21 06:51:37,user_1459,3738.4,experiment,7%,control
2025-07-21 06:53:00,user_1796,3342.85,experiment,7%,control
2025-07-21 06:55:48,user_998,2727.66,experiment,3%,test
2025-07-21 06:56:40,user_1031,5785.58,experiment,7%,test
2025-07-21 06:56:42,user_4619,3101.82,experiment,0%,test
2025-07-21 06:58:21,user_5063,4943.79,experiment,3%,control
2025-07-21 07:01:58,user_4884,1392.63,experiment,5%,control
2025-07-21 07:03:21,user_5068,3584.64,experiment,7%,test
2025-07-21 07:05:31,user_4362,2850.72,experiment,7%,test
2025-07-21 07:05:32,user_2744,1586.87,experiment,7%,control
2025-07-21 07:05:54,user_5362,2169.04,experiment,7%,control
2025-07-21 07:08:34,user_2230,2958.15,experiment,7%,test
2025-07-21 07:09:29,user_662,2199.48,experiment,7%,control
2025-07-21 07:10:04,user_123,4114.68,experiment,7%,test
2025-07-21 07:10:46,user_3700,5382.66,experiment,5%,control
2025-07-21 07:13:21,user_1356,3515.01,experiment,7%,test
2025-07-21 07:13:29,user_1343,4301.32,experiment,3%,test
2025-07-21 07:16:03,user_3355,3890.17,experiment,3%,control
2025-07-21 07:20:06,user_2581,2188.65,experiment,7%,control
2025-07-21 07:21:36,user_3343,4359.09,experiment,5%,control
2025-07-21 07:25:21,user_4185,5175.63,experiment,7%,control
2025-07-21 07:29:42,user_1018,2090.37,experiment,7%,test
2025-07-21 07:29:53,user_3217,3383.91,experiment,0%,test
2025-07-21 07:30:13,user_298,1724.56,experiment,3%,control
2025-07-21 07:33:30,user_5810,4100.12,experiment,5%,test
2025-07-21 07:35:18,user_1210,1953.44,experiment,5%,control
2025-07-21 07:36:23,user_2560,3013.08,experiment,7%,control
2025-07-21 07:37:06,user_2563,2460.87,experiment,7%,control
2025-07-21 07:41:44,user_5535,1177.8,experiment,7%,test
2025-07-21 07:43:32,user_4782,,experiment,7%,test
2025-07-21 07:44:57,user_5774,2235.35,experiment,7%,test
2025-07-21 07:46:01,user_4963,1955.51,experiment,3%,test
2025-07-21 07:47:17,user_5330,14293.38,experiment,5%,test
2025-07-21 07:47:17,user_2071,3197.74,experiment,3%,control
2025-07-21 07:50:06,user_4855,1440.36,experiment,7%,test
2025-07-21 07:52:02,user_3379,2375.93,experiment,5%,test
2025-07-21 07:52:15,user_152,2594.61,experiment,5%,test
2025-07-21 07:52:45,user_5019,5977.11,experiment,0%,control
2025-07-21 07:55:57,user_2614,3863.33,experiment,7%,control
2025-07-21 07:56:02,user_2993,3651.19,experiment,7%,test
2025-07-21 07:56:24,user_1973,2103.94,experiment,3%,control
2025-07-21 07:57:51,user_1561,3640.19,experiment,5%,test
2025-07-21 08:02:52,user_4483,5350.18,experiment,3%,test
2025-07-21 08:09:26,user_3087,2419.49,experiment,5%,control
2025-07-21 08:09:52,user_4216,3916.01,experiment,7%,control
2025-07-21 08:10:48,user_5563,3128.29,experiment,5%,test
2025-07-21 08:12:25,user_5863,1759.27,experiment,7%,control
2025-07-21 08:13:10,user_383,3807.3,experiment,5%,test
2025-07-21 08:13:49,user_1017,2305.62,experiment,7%,test
2025-07-21 08:14:07,user_3415,1738.52,experiment,7%,control
2025-07-21 08:18:31,user_1969,4785.22,experiment,7%,control
2025-07-21 08:20:32,user_3776,1603.7,experiment,0%,control
2025-07-21 08:21:26,user_1207,1277.23,experiment,7%,control
2025-07-21 08:24:35,user_2968,2699.58,experiment,0%,control
2025-07-21 08:27:12,user_4023,4528.47,experiment,3%,control
2025-07-21 08:28:48,user_2527,1041.21,experiment,3%,test
2025-07-21 08:29:24,user_1789,4228.79,experiment,5%,test
2025-07-21 08:29:34,user_1638,1672.35,experiment,7%,control
2025-07-21 08:30:30,user_4556,1409.48,experiment,7%,control
2025-07-21 08:35:12,user_5949,4505.28,experiment,5%,control
2025-07-21 08:35:44,user_5511,1913.54,experiment,3%,control
2025-07-21 08:36:48,user_2185,4854.72,experiment,7%,test
2025-07-21 08:36:57,user_7,1591.1,experiment,0%,control
2025-07-21 08:37:09,user_2558,3512.8,experiment,0%,control
2025-07-21 08:39:45,user_525,6108.66,experiment,0%,control
2025-07-21 08:40:59,user_3226,4427.1,experiment,3%,test
2025-07-21 08:43:51,user_4567,2192.25,experiment,3%,control
2025-07-21 08:44:46,user_2360,2240.63,experiment,3%,control
2025-07-21 08:44:52,user_3898,3376.76,experiment,5%,control
2025-07-21 08:46:31,user_5737,2362.47,experiment,7%,control
2025-07-21 08:48:26,user_5798,1537.22,experiment,3%,control
2025-07-21 08:49:06,user_501,3305.82,experiment,5%,test
2025-07-21 08:52:26,user_4548,1065.11,experiment,3%,control
2025-07-21 08:55:49,user_3025,1836.17,experiment,3%,test
2025-07-21 08:57:19,user_4265,4108.27,experiment,5%,test
2025-07-21 08:58:27,user_1187,6394.17,experiment,7%,control
2025-07-21 09:01:29,user_1067,3789.36,experiment,7%,control
2025-07-21 09:02:29,user_408,3853.19,experiment,0%,test
2025-07-21 09:03:37,user_2646,3893.74,experiment,7%,test
2025-07-21 09:04:00,user_5317,3783.01,experiment,0%,control
2025-07-21 09:04:16,user_528,1822.27,experiment,7%,test
2025-07-21 09:04:56,user_2957,1961.6,experiment,7%,control
2025-07-21 09:08:17,user_1281,1819.04,experiment,5%,test
2025-07-21 09:08:25,user_1538,1067.28,experiment,3%,control
2025-07-21 09:08:30,user_3480,5744.88,experiment,7%,control
2025-07-21 09:11:36,user_4968,5244.96,experiment,5%,control
2025-07-21 09:12:36,user_227,4862.55,experiment,7%,test
2025-07-21 09:15:19,user_831,3833.08,experiment,0%,control
2025-07-21 09:16:00,user_1515,936.14,experiment,5%,test
2025-07-21 09:16:24,user_2989,3747.82,experiment,7%,control
2025-07-21 09:17:06,user_5485,2564.37,experiment,3%,test
2025-07-21 09:18:05,user_2185,4968.24,experiment,7%,test
2025-07-21 09:19:59,user_1169,1570.12,experiment,7%,control
2025-07-21 09:20:42,user_204,3479.84,experiment,5%,test
2025-07-21 09:22:36,user_2817,3345.48,experiment,5%,control
2025-07-21 09:24:54,user_2080,2344.93,experiment,5%,control
2025-07-21 09:28:45,user_5497,4128.57,experiment,7%,test
2025-07-21 09:31:07,user_947,4554.75,experiment,7%,control
2025-07-21 09:31:10,user_2231,2257.59,experiment,0%,test
2025-07-21 09:32:30,user_2795,3477.05,experiment,7%,control
2025-07-21 09:32:57,user_4021,5631.4,experiment,0%,control
2025-07-21 09:37:53,user_3646,3960.55,experiment,3%,test
2025-07-21 09:38:43,user_2350,2404.43,experiment,7%,control
2025-07-21 09:41:37,user_1928,1722.64,experiment,3%,control
2025-07-21 09:41:46,user_433,1957.49,experiment,7%,control
2025-07-21 09:42:56,user_5698,2500.71,experiment,3%,test
2025-07-21 09:44:27,user_1144,3457.67,experiment,7%,test
2025-07-21 09:47:36,user_108,1919.34,experiment,7%,control
2025-07-21 09:47:46,user_3850,2781.46,experiment,7%,test
2025-07-21 09:47:53,user_48,3604.27,experiment,3%,control
2025-07-21 09:49:49,user_3603,2662.56,experiment,7%,test
2025-07-21 09:52:04,user_1234,3537.89,experiment,0%,control
2025-07-21 09:52:05,user_2407,3743.21,experiment,3%,test
2025-07-21 09:53:59,user_2144,2145.84,experiment,3%,test
2025-07-21 09:54:15,user_5589,4233.1,experiment,7%,test
2025-07-21 09:58:19,user_4362,3855.26,experiment,7%,test
2025-07-21 09:59:02,user_2858,2747.24,experiment,5%,control
2025-07-21 10:01:57,user_1822,4383.66,experiment,0%,test
2025-07-21 10:04:32,user_1062,5708.76,experiment,5%,control
2025-07-21 10:04:37,user_1045,2464.13,experiment,7%,control
2025-07-21 10:05:54,user_3872,6407.43,experiment,5%,control
2025-07-21 10:06:47,user_2928,2188.33,experiment,5%,test
2025-07-21 10:09:02,user_2489,,experiment,7%,control
2025-07-21 10:09:25,user_962,2341.85,experiment,7%,control
2025-07-21 10:11:18,user_1099,6521.39,experiment,0%,test
2025-07-21 10:16:08,user_570,7160.05,experiment,3%,control
2025-07-21 10:19:29,user_1104,2184.65,experiment,7%,test
2025-07-21 10:21:16,user_2812,2780.36,experiment,7%,test
2025-07-21 10:23:16,user_1040,2106.82,experiment,7%,test
2025-07-21 10:25:10,user_4995,1640.69,experiment,3%,control
2025-07-21 10:25:25,user_4629,4868.47,experiment,5%,test
2025-07-21 10:27:38,user_1039,2117.28,experiment,7%,control
2025-07-21 10:28:44,user_1803,1234.68,experiment,0%,test
2025-07-21 10:29:20,user_1671,4426.59,experiment,7%,test
2025-07-21 10:29:22,user_4198,4138.36,experiment,7%,test
2025-07-21 10:30:18,user_3654,1713.61,experiment,0%,control
2025-07-21 10:30:59,user_1471,1747.14,experiment,7%,test
2025-07-21 10:32:18,user_4799,2192.84,experiment,7%,control
2025-07-21 10:32:42,user_2546,3226.37,experiment,3%,control
2025-07-21 10:34:00,user_1825,3785.09,experiment,5%,control
2025-07-21 10:34:43,user_913,3015.11,experiment,0%,test
2025-07-21 10:38:31,user_304,2871.91,experiment,3%,test
2025-07-21 10:39:01,user_3528,698.43,experiment,0%,control
2025-07-21 10:39:29,user_4379,5940.64,experiment,7%,control
2025-07-21 10:39:29,user_853,3548.01,experiment,7%,test
2025-07-21 10:40:49,user_2808,1878.43,experiment,7%,control
2025-07-21 10:42:54,user_4724,1161.73,experiment,7%,control
2025-07-21 10:44:33,user_3369,1638.65,experiment,3%,control
2025-07-21 10:46:17,user_4055,4768.56,experiment,7%,control
2025-07-21 10:48:23,user_4628,3494.51,experiment,5%,control
2025-07-21 10:48:25,user_802,2636.82,experiment,5%,control
2025-07-21 10:49:20,user_3219,,experiment,7%,test
2025-07-21 10:50:15,user_4702,2567.6,experiment,7%,control
2025-07-21 10:51:01,user_1229,4011.22,experiment,0%,control
2025-07-21 10:51:50,user_632,2966.94,experiment,3%,control
2025-07-21 10:52:19,user_2301,6642.22,experiment,7%,test
2025-07-21 10:53:27,user_2829,3680.18,experiment,7%,test
2025-07-21 10:56:18,user_1820,9420.08,experiment,7%,control
2025-07-21 11:00:53,user_1724,1751.42,experiment,3%,control
2025-07-21 11:01:08,user_375,4834.68,experiment,5%,control
2025-07-21 11:01:38,user_4878,3623.33,experiment,7%,test
2025-07-21 11:04:20,user_464,862.6,experiment,3%,test
2025-07-21 11:04:52,user_4067,1120.99,experiment,7%,test
2025-07-21 11:07:44,user_5758,1420.06,experiment,7%,test
2025-07-21 11:08:10,user_4768,1729.29,experiment,5%,test
2025-07-21 11:08:27,user_118,3135.59,experiment,7%,control
2025-07-21 11:08:52,user_2513,3159.47,experiment,0%,test
2025-07-21 11:09:50,user_3385,6047.67,experiment,7%,control
2025-07-21 11:11:49,user_964,2824.05,experiment,7%,control
2025-07-21 11:14:20,user_4331,2207.73,experiment,7%,control
2025-07-21 11:14:50,user_3838,1124.74,experiment,7%,control
2025-07-21 11:16:24,user_5212,3376.39,experiment,7%,control
2025-07-21 11:24:35,user_5300,3862.38,experiment,3%,test
2025-07-21 11:24:35,user_1520,1726.86,experiment,3%,test
2025-07-21 11:24:36,user_443,1057.19,experiment,0%,test
2025-07-21 11:29:24,user_2431,4648.38,experiment,7%,control
2025-07-21 11:29:35,user_3124,2755.15,experiment,7%,control
